@relation _Users_gianluca_dataset

@attribute text string
@attribute @@class@@ {positive,negative,none}

@data
'I love the online aspects of ',positive
'been the story of my eerience, this shit happens so frequently im slowly becoming numb too it',negative
'LastChanceEbay:  PS4 Pro BUNDLE **USED**',none
'Welp I’ve beaten . What an amazing story for a game! Easily one of the most emotional games I’ve ever played..I cried a few times playing this and the ending...that was so sad but man was it beautiful the way things played out! Thank you for this game',positive
'How tight are the packs man buy shit loads before getting a decent +rated player',negative
'When the random teammates actually do something for a change Thanks for the follows! More clips are coming.',none
'I really slept on  for like two years. This game is awesome.',positive
'so i really disliked the drifting in cuz it felt really floaty, and i use keyboard, as a result countersteering always threw me off track. what i didn\'t realise was that they put an option in live tuning for downforce which makes the car steering weightier',negative
'Finished  last night. I enjoyed it the campaign was solid. On to Catherine Full Body.',positive
'Let’s agree that both and are the worst in the history of, but come on man, bigger skill gap or not at the end of the day, is a terrible “football” game, was a terrible game that wasn’t even football',negative
'Late to the party but  completed. Pretty solid campaign for a game that is primarily about the multiplayer.',positive
'yeah so im playing and fragile is fucking annoying',negative
'Earned PSN trophies (1 gold and silver) in ',none
'I fucking love that Conan is in ',positive
'Is the worst game I’ve ever played, just played Fut champs games had double shots on target and more possession for straight games and lost them all, your game is shit. Worse ever made',negative
'Playing some . Let\'s go!',none
'Also,  is a great game. Had a lot of fun on it.',positive
'yall just too much of dicks to fix the fut gameplay, good I never spent a single penny this year on this stupid ass game. Such a pile of shit',negative
'hours later and finally finished up . Gotta say what an amazing trip! Beautiful world and great characters. Going to be a hard one to forget!',positive
'“ art style makes me vomit.”',negative
'This One\'s A Buzz Kill Omg',none
'It\'s :40am and I just stoped playing, safe to say I love the  Campaign.',positive
'might be the worst ever made. This is horrible',negative
'Check out my broadcast from my PlayStation !live at',none
' is beautiful',positive
'Fortnite is more realistic than.',negative
'I just have to say the ending of was amazing. Now to finish off the last few standard orders on normal',positive
'Biggest regret of would be me buying and wasting pees on ultimate team',negative
' [PS4] 5€ \%',none
' [PS4] 5€ \%',none
'Honestly the  soundtrack is officially up there as one of my favourites... it’s just so goddamn good. more epic soundtracks pls, ty',positive
'After I don\'t know how many days i decided to play again to complete the challenges for Ziyech. Laughable! This game is jokes! First of all, LAG! WORSE OF ALL TIME! Secondly, lob passes, through pass, Why the FUCK they don\'t go where I aim them ?',negative
'I’ve now played  online for hours! It may not seem like much at all, but I rarely get into multiplayer games, so it’s a big deal to me when I do for few of them, usually shooters! I adored the incredible campaign, and I’m in love with the online',positive
'Same old fucking ea sports ! Fix your broken game',negative
' is a beautiful game. Very poetic.',positive
'is garbage altogether',negative
'The clip I wanted everyone to see. Cannot trim it for some reason.. how is my pistol game??',none
'i enjoyed and No Man\'s sky from day one, and i still do',positive
'is nothing more than self indulgent pseudo intellectualism from an overhyped game developer.',negative
'Insane video coming soon that might just break what if i told u I\'ve made an Insane mp5 ASSAULT RIFLE Class setup that\'s right there is a way to use the mp5 like an assault rifle and it is deadly video coming soon',none
'I have finished, and I must say, it grew on me. It\'s not a masterpiece, but it\'s the first time  has been genuinely good since . The day/night dynamic is brilliant, the challenge is back, the progression is strong and the physics are fantastic.',positive
'i can’t play anymore because it’s so stressful running into a BT',negative
'Miserable. Full tilted the last two pics. (Monday-Saturday)',none
'Absolutely sensational. Hooked me from start to finish in such a different way. Peaceful, meditative and extraordinary.  is a masterpiece',positive
'shoudnt be on here that game is pure dumpster fire garbage',negative
'You cannot compare treyarch to infinity ward at all. While I love infinity ward and modern warfare, the state of stale gameplay and lack of content is so frustrating to the point where I can’t even push myself to play for longer than minutes. Treyarch is very good at engaging.',none
'some may have been thinking forgers peaked some time ago, but they just keep on making incredible stuff!',positive
'A/i defending is the biggest problem there is. People shouldnt be helped by the A/i, that makes it easy for everyone to defend. It needs to be like the first week of when a/i didnt really existed',negative
'tell me something to do against and ... Tell me what I\'m doing wrong. Tell me where is the mistake...',negative
'AussieRainbow is now live streaming  on Twitch!',none
'You’re just shit, Nick. gameplay is very good. Stop complaining.',positive
'is killing mentally you fucking broke the game you should a shamed of your self. the game changer network is a fucking joke',negative
'Day SBMM take it out The game create a ranked system so the try hards can go there and I can have a nice casual game! it has no place in call Of Duty!!! see u tomorrow',none
'Actually found out  was the game I played the most on on that PlayStation retrospective. About h. Loved it so much. Congratulations on a great job.',positive
'is a shite game and doesn\'t deserve any nominations.',negative
'when will  be on sale?',none
' has been fucking amazing, I suck at the heroes in the large scale maps (I believe I\'m more than decent in heroes vs villains though) but I\'m pretty good at being a normal ground troop. Considering I don\'t pick heroes, I usually come in th place or above-',positive
'This sums up why I didn’t play qualifiers I’m shit, the game is shit and is shit at his job',negative
'Call of duty modern warfare',none
'is weird. I like it.',positive
'i really don’t like and it is not fun to play',negative
'No bullshit! The ending of legit is about hours long! But not a minute of it is a waste and is one of the best endings you\'ll see in a game. It\'s so emotional',positive
'is trash',negative
'Hey guys! New Vid is up! We play ! Go check it out!',none
'M13 grind time, solid gun love it',positive
'If there\'s one thing that makes me a bit sad, it\'s when games allow the player to turn off the HUD, but aren\'t really design around it. It breaks my heart (I\'m looking at you ) Tiny thread',negative
'Who’s ready for some Lootin, Shootin and Pootin today in Tarkov?',none
'You couldn\'t listen other type of songs after you play .. the soundtrack is fantastic.. and I keep listening to it without pausing. omg.',positive
'According to the logic. is a flop',negative
'tonight come watch',none
' games still have the best car customizations and that is the easiest part of these games. takes the cake. Close second is Underground . Other games need to step their customization up.',positive
'I’m bored...This like that.',negative
' is astounding. What a RUSH',positive
'Let’s be real had a much bigger skill gap than . Literally anyone can be good at the game this year',negative
'was good',positive
'When you come against a UAE opponent in worst I’ve ever played. Not spent anything on this game and won’t ever. EA you guys are the worst biggest gaming company, but I guess the only thing that matters to yall is the “biggest” part.',negative
'Playing some  for a bit tonight, stop by to see me get beat up!',none
'Finally finished I can say it\'s been one of the best games iv played in a long time. Would recommend if you haven\'t given it a try yet',positive
'It had been quite a while since I have not finished a video game that I have started and gotten into, but I dont know if I can finish it is just getting more and more boring the longer I go.',negative
'Turns out is a good game',positive
'is a weird ass game',negative
'im really enjoying btw i love seeing the small things other players do in my world',positive
'I Thought I\'d Hate',negative
'I Thought I\'d Hate',negative
' is actually dope lol',positive
'was overhyped just for a post man pat simulator',negative
'Have you considered  ? Idk if you played it at launch but regardless it\'s a great game now and a must for any  fan.',positive
'For those who keep asking: I am never playing again. Or The Evil Within. I was bored with both games. I tried',negative
'Good glitches and',none
' is a great game! I know lots of people may not like the gameplay but I definitely enjoyed it. \% recommend.',positive
'THIS IS WHY I HATED ENDING TOO. Again, Mads Mikkelsen being a role of a father and killed IN FRONT OF HIS SON GODDAMNIT. I spent bunch of tissues watching the ending anyway.',negative
'Tell that to  . That game was rushed out too soon and suffered the lootbox consequences, but now, it\'s truely an amazing game.',positive
'Fully understand this. For the sake of your sanity you have to take a break or stop playing completely. Gameplay is poor.',negative
'Beautiful Story. Thanks Kojima.',positive
'i don\'t like as a concept',negative
'Hey, installed on my PS4 a few days ago, played a little bit, when I went on today it had uninstalled from my PS4? Can\'t find any fixes online, any idea how to fix this?',none
' is fairly good. SwSh not having a national DeX means nothing to me Runescape wasn\'t that great The Witcher wasn\'t very fun to me',positive
' is quickly climbing up my “fav games of all time” list',positive
'is sooo slow! Would be nice too have a game of that has more than shots on target and some fun football and not only boring possesion',negative
'Check out my broadcast from my PlayStation !  this gun is the sh!T live at',none
'just gets more and more beautiful as you progress through the game The traversing through this environment in this chapter was so challenging yet so satisfying Kojima you absolute unit! I\'ll have of whatever you\'re working on next',positive
'is trash lol',negative
' drifting is so fun',positive
'Every day same peak time if I\'m playing there is delay. Every bloody day.Impossible to play. just tell me what I\'m doing wrong',negative
' is my favorite fucking game RN. You take an open world and haveme elore it by doing tasks that always keep you aware? Sign me the fuck up.',positive
'Been on this screen for mins. Cheers guys, going to love having a loss on my account because of your game.',negative
' early patch notes, update time, playlist changes, PS4 Xbox One | Gaming | Entertainment',none
'Huh?  is the first game to ever make me cry. The story was more emotional than the last of us for me. Please stfu',positive
'is an awful game',negative
'Okay  is pretty goood',positive
'Can say with my chest that is the shittest thing ever created. Burn it and the stupid cunts who make it',negative
'Ah I see. Well I happened to get  to fill the void I\'ve had a lot of fun on it.',positive
'Looks like their never gonna fix it bro... It\'s high time we drop this trash of a game... was almost perfect until updates which were supposed to fix the game kept messing it up... My last though cos messing it up is just an update away',negative
'Honestly, this is the best gun in',none
'The more I play  the more I absolutely love it',positive
'Bro WHY TF IS SUCH A GARBAGE GAME',negative
'Lol SoMeBody Clip That! All ?',none
'is a great game!',positive
'Man showed respect in his tweet to a streamer/player who beat him and people come to his tweet saying all kind of sh*t about him... (toxic) community at its best...',negative
'It\'s really a great game',positive
'is the worst game I\'ve ever played',negative
'Great Short Quick Stream, Be Back At pm CST For Another Since I Have Night Class See You Guys Then Thanks For Watching.',none
'Kojima-san! I live in reverence of ! You are a master of game design! I played the entire Metal Gear solid series! I support you',positive
'Grinding | I\'M BORED',negative
'Make a mode on  Map: Speedball Game Type: Grenades only',none
'Hideo all I want to say is thank you for the amazing metal gear games and , your honestly the best game creator in the world!',positive
'Come on all week games grafting away for f**king kolrov from a rare mega pack with , yes bloody kits why do I play your game...waste of time',negative
'New post (It turns out  mentioned the bombing of Piccadilly Circus) has been published on Games to us -',none
' IS the evangelion of video games imo',positive
'This game is so dead. I skipped for server &amp; pack luck issues in and after two years i can say that ea has not changed a bit. May be we a getting few more sbc and special cards but they are utterly useless with these delays.',negative
'New post ( first season gets an extension) has been published on Games to us -',none
'Currently, i love fantasizing about the feeling of going fast without a care in the world',positive
'I\'m just praying it\'s not. I\'m sick and tired of people pushing that game down our throats.',negative
'A bit of , not really into race games but it\'s fun',positive
'Bro is so boring *plays the last of us*',negative
'FRIENDLY VS2 WITH MY DUO- ',none
'I like every structure I pass in  lol oops',positive
'done with you lot. Bought new, doesn’t even fucking work. Many people have the same problem. Do ... your ..... job!',negative
'man clutch on Giving away Month just follow like and retweet winner will be announced tomorrow',none
'is so unique and cool',positive
'am not happy is rubbish rigged game ever goalkeepers can’t even make saves some players are faster then everybody else so rigged fix it',negative
' is my favorite game of all time.... But it\'s hard to recommend',positive
'Was this not fixed in ANY update at all?',negative
'I\'m  at Come hang out!',none
'I\'m  at Come hang out!',none
'Wife picked up need for speed heat for me for Christmas. I have been hooked on it. It’s a nice break from MW.',positive
'is the most boring game I ever saw. I don\'t care \"how good the story is\" or any of that. It failed to get a lot of people into the game.',negative
'I have been enjoying  recently its underrated try it out',positive
'Teach me how to score penalties. I\'ve lost /3 because of this shit. Fuck you EA, fuck you!',negative
'Oh yeah I have a lot to do yet and thats awesome  was one of the best games of',positive
'Ea want my money for points? Because if you do improve servers and button delay.. also stop holding shit players hands by ai defending, their GK turning into superman and giving them shit goals to win games. No skill gap in at all. P2W and have ea suck you off.',negative
'One of the many things I love about is that killing anybody in that game poses a threat to the world on par with a nuclear bomb.',positive
'Yup they are ruining it, and thanks to for ruining gaming with his piece of garba.',negative
'Got around to picking up , and I\'m having a blast. Some intense moments, was sprinting from a hoard and stepped into a bear trap. Had to pry it open and pray the horde didn\'t catch up. Good fun',positive
'When verified players match each other in champs Patch is needed asap.',negative
'i finished a couple of weeks ago (i really enjoyed it, who is surprised), and this spindlewheel has been stewing in my brain ever since. i am yet to try it out',positive
'I’ve never played a as bad as .. in conceding bicycle kicks from almost outside the box from corners with one of the best goalkeepers in the game, random touches from my players that feel scripted to give the other team goals, etc.. fix your shit',negative
' Xbox One Excellent Condition',none
' is the best game of the decade. There',positive
'This game is so trash, I had De Paul destroy scream Pique and some how he outpaced Bernardo Silva all while my players looked like they were sliding on ice. unbelievable . Last time I will buy any of your products.',negative
' actually hits me in my nostalgia feels',positive
'The amount of times i yell \"DUMB AS FUCK\" at the A.I. in',negative
'Come watch while he plays  on Twitch!',none
'The reason why I hate the disney is because my year old self had to be elained that the Force Unleashed was never coming to the ps4. Still hurts to this day. I know that\'s a horrible excuse but stuff like , fallen order, and the Mandalorian are good.',positive
'is very easy though. All you need is quick wingers and the AI is dumbfounded',negative
'Check out my instagram for more content and gameplay!!!',none
'was the game I didn\'t know I needed. What a masterpiece. Thank you and for the journey',positive
'I hate everything about . I’ll aim it up in videos. The game is so bad it beggars belief how so many people play this pile of shit. .',negative
'next nk beli  pulak la',none
'Gotta say that I\'m digging thus far. Almost the perfect combo of weird and zen...',positive
'I hope you see the problem of our community...',negative
' Season',none
'Honestly so glad I finally got the chance to play  , you’re a mastermind',positive
'is shit',negative
'WE STILL LOOSING AT ',none
' was AMAZING! I hope you continue to make games in the DS universe. Thank you for the eerience.',positive
'is fucking weird.',negative
' was a mastapeece',positive
'So tell me the \"purpose\" of then, please. Where is the \"intelligence\" in that title\'s gameplay, do tell....',negative
'Going live on ! Let’s goooooooo! Come follow me',none
'is unironically great',positive
'Now thinking back was terrible lol',negative
' FI$H CLAN RAY via',none
'I enjoyed more than BotW',positive
'God is such a bad game',negative
'i\'ve finished and Plat  and I must say: Thank you for this amazing game!',positive
'it’s VILE the way you script some matches. Can now see the pattern after a few mins of kick off how the game is going to go. The basis for an epic game is there. But your screwing it up. Do you have no shame',negative
'I must admit, I\'ve kinda slept on this game.. Finally getting around to playing it many months after release! Very underrated and a breath of fresh air',positive
'so again I want a compensation for your shit game play !!!! Spend £ in this game.for shit like this I clear the ball but no ... EA software decided to give a goal and I lose in semi-f of FUT draft',negative
'Earned PSN trophies (2 gold, silver and bronze) in ',none
'I\'ve never been more torn about a game than I am with . The gameplay was fun and challenging and tedious at times... but the story was wack! Honestly, that\'s probably the hugest flaw of the game. The art/graphics and gameplay are damn good.',positive
'I am just fuciing done with this holy fuck i hate and more this assholles in ea with there fucking ass company and game go fix it you ass bitches just a fuckingjoke',negative
'GAMERS Ok you all have to watch this. It’s hilarious.. SM Pal plays Alex ECHO -1 in . Check out the link or have a look at Chads IG...',none
'I am hours in  after last night. This game is worth playing. Even if you only last hours, give it a go. The gameplay loop is what hooked me and as the story starts to flesh out after each delivery, it encourages me to keep going.',positive
'not worth it at all, got it the week it came out and I’ve hardly touched it, but I would say gta is active again, rainbow is decent and racing games are good',negative
'Comfi Boyz all',none
'PLATINUM TROPHY ACHIEVED was a delight to play and an honour to complete. I\'m rarely saddened when a game is over but I will miss this game. Thank you for making this and to everyone that joined in the madness!!',positive
'Sliding is the Boost Jump of . Worst/Dumbest part of the game.',negative
'Getting Merced in ',none
'Definitely ! It\'s awesome.',positive
'after the release of black ops becoming the worst one in history i move over full time to apex if they mug themselves off and release a th &amp; were both shit',negative
'Ahh  is nice tho',positive
'has a frustrating and confusing plot. It’s almost like it’s art trying hard to be hart. Anybody else agree?',negative
'I cried three times. Played for hours at the end. All I have to say is thank you for this eerience. I will never forget it',positive
'I’m not saying COD is the best game ever. Where the hell did I say that lol. I have played the latest cod as I wanted to see how the campaign was. Other than that I’m not too interested in the multiplayer.I looked into and I just thought it looked absolutely stupid',negative
'(Xbox One, )',none
'. It has its moments of wtf. But a LOT of amazing content. If you\'re in to customization and racing games.',positive
'is straight up trash.',negative
'The game mechanics and word-building in is almost unparalleled as far as I’m concerned. They did a great job.',positive
'Hahahaha i don\'t blame you. was straight up trash',negative
'PRO TB K HDR  BUNDLE, RARELY USED,7 EXTRA GAMES Ends in h Last Price GBP 0',none
'Finished last night, i haven’t enjoyed an AAA game like this since . stole the show.',positive
'How do manage to get a game so perfect and then release an update that makes it so much worse',negative
'Accidentally got the last kills to win the game lol..',none
', yeah! I like it the few hours I’ve put into it! I’d give it an /10 so far but I have SO much more to do',positive
'bored me and had no impression on me at all',negative
'it\'s from a wonderful game called . draws his concepts from various movies',positive
'I think would\'ve worked much better as a movie.',negative
'with come talk to us live at',none
' is dope you gotta play it',positive
'Finally bit the bullet & bought &amp; after a day of downloads I\'ve come to play tonight to find MORE updates.18gb &amp; gb!! This is a joke &amp; so far a waste of my money!',negative
' is the best game I’ve played in years',positive
'Started playing and It’s not what I was eected. It’s true that I just started, but still. I think I’ve consumed the whole promotion too much, and generated unreal eectations. I hope, trully hope that this don’t happen with Cyberpunk .',negative
'I made John Wick look like a school girl',none
' is good been enjoying it to be fair',positive
'Look at the lag/delay. Have to go through this on and off for the whole mins ffs',negative
'Damascus camo grind continues!! HOME STRETCH!! Grinder + Content Creator for !',none
'Just started playing like two days ago and when I figured out you could sleep with bb I nearly cried, thank you for this wonderful artwork! Keep it up!',positive
'I must have the worst luck ever on FUT rewards, I get elite every week in squad battles but I\'ve never had a player higher than in a pack',negative
' is so good. feel genuinely sorry for those who couldn\'t get into it.',positive
'Still better that .',negative
'Still live and playing . Get in here.',none
'yes I loved how good was',positive
' Played a draft. There may be less content going on. - you’ve made the worst ever even worse. You have fucked over your players, for the past how many years. If you can tell just lost the final, -3, shots to , hit the post twice and bar once.',negative
'WTF BETTER BE FIXED IN THIS NEWEST UPDATE',none
'I finished last night and wow that was really long! There’s also a post game section I didn’t play yet so as far as the overall story I very much liked it(though I’m not entirely done) though! Very good game!',positive
'i was a little disappointed by because i saw the second trailer and was like \"oh fuck this is cool as hell i want to see more of this\" and then most of the rest of the game was something else',negative
'Play  instead. It\'s way better',positive
'The gameplay mechanics for are so broken. Worst it’s ever been.',negative
'Flak Jacket in Black ops was better then EOD and that game is super old. Flak Jacket is Goat.',none
' turned out really good after so many bad games filled with EA\'s antics. Before that, Carbon, Most Wanted and for some, undercover. Are really good.',positive
'Still a better game than',negative
'Charging my iPhone iPad Autistic Lion London Safeguarded London Grime Culture LOTM JME Integrity London JME WORK ROAD FILM ROAD FILM GTA GTA JME WORK JME Integrity London Formula One Lewis Hamilton the Greatest F1 Mercedes',none
'But  is fun actually.',positive
'should never be played at night',negative
'Late night content drop! Drop a reaction( ), if you enjoyed the content! [MW ]',none
'I just “finished”. Thanks to your team for helping bring that world to life. It was a very special eerience for me.',positive
', biggest flop of the franchise and that\'s been kind to Ghosts',negative
'My best sniper shot in',none
' may have had one of the best gaming soundtracks ever.',positive
'Was just randomly walking and saw this shit.... Yo is this?',negative
'I always come back to this playlist when I\'m painting & drinking. I love the music in .',positive
'Can we talk about real quick? I fucking hate this game... I\'m hours in',negative
'My ps4 just did that stupid god damn glitch again when i almost had gold on my deagle and it took it all away from me. Im so triggered',none
'So I finally beat and boy was it a hell of a ride! definitely nailed with this game. Cant wait to see what\'s next. Also loved as Higgs, I seriously want higgs mask!',positive
'there isn’t a game on earth more infuriating than',negative
'LIVE! Streaming',none
'is too powerful',positive
'is the worst videogame of the decade.',negative
' is super fucking lit.',positive
'is the shittiest thing you guys have made in ages smh',negative
' is great because I found myself in the \"you need a high IQ to get it\" camp just by watching its detractors struggle with walking over some rocks',positive
'So that\'s: A terrible story with bad',negative
'Just Point and Click. Got My AK Class Figured Out Now Lets Nuke It.',none
' is a great game now, Rainbow Siege shouldn\'t have sheild operators',positive
'was the most boring game I played last year. It can\'t hold a candle to Disco Elysium and Sekiro.',negative
'I know it’s late but live love anyone to swing by hang out talk',none
'Just finished. On one hand it was absolutely incredible',positive
'fuck you. And your trash ass',negative
' Grinding Pass the Purple Congnac &amp;... via &lt;-',none
'Just finished One of the best eeriences I\'ve had in a video game in a long time. Thank you and everyone that worked on this game.',positive
'remind me to never ever ever ever ever load up ever ever ever again wow the worst game ever fuck off',negative
' is dropping a massive new update later today',none
'F:  is amazing',positive
'is one of my worst purchases, can\'t connect to my friend online for playing friendlies both on ps4 and same NAT, It\'s irritating as hell. Stop making fool of customers. Fix the issue or refund the payment back',negative
'Kojima made me eat my words  is awesome',positive
'god i hate it when i have to carry my dead mother on my back to some location before she turns into a What The Fuck and gets us all killed',negative
'from my PlayStation ! live at',none
'Yeah is incredibly well executed',positive
'Time to finish this shit...',negative
'is now streaming ',none
' was great! Very excited for the Sequel',positive
' is such a weird game',negative
' is really fun imo',positive
'I’ve said too many times before but I feel now for definite this is the end on for me, the game is moving so far away from made me love it in the first place! It’s worn me down and broke me this year! I’ve not enjoyed FIFA one bit! It is what it is I guess',negative
' is my fav game of and prob just my second fav game in general :’)',positive
'OK! I take it back The worst  in history is ',negative
'If you enjoy the graphics from BF5, might be worth your attention (should be relatively cheap too and they\'ve fixed all the loot box shite from a while back);',positive
'This is by far the worst weekend league I’ve ever been a part of. Horrible gameplay throughout the entire weekend.',negative
':full game download',none
'Let’s get it',positive
'hate that the baby from is called BB bc now whenever i tag big boss as BB i feel extremely weird',negative
'PlayStation Pro TB Console -  Bundle',none
'I Love',positive
'didn\'t receive my one player pack for daily objectives yesterday and today too on , can you fix it.',negative
'Best game ever',positive
'is probably the worst game I have ever bought. Never again am I buying this foolish shit when it\'s never fixed and it\'s always terrible. The amount of deflection goals that the opponent gets off of me is horrendous. I can understand -3 a night, but any more is enough.',negative
'Messiest Super Kill Ever! Split Quad Within.',none
'Bro, this one weak me but when I remember that only u chop beating on this weekend &amp; captain Vardy on top, I felt grateful',positive
'Anyone else just lay off !;94!/ few days after an update? I literally live in the hope that one day they will fix this pathetic, broken, scripted ass game. Then when each patch drops it feels no different, and if anything worse. Just kills my motivation for this shit',negative
' is the most fun I had since I beat Need for speed payback twice.',positive
'IS HARD i hate it when ur just running around doing deliveries it’s deceptively easy and then a bt comes along to fuck up ur shit and it’s all over t',negative
'Awesome gameplay () by , and . Sid, I want that Batman pullover',positive
'See them we can\'t even stand United against a common for(breasts) all this people sef. Btw is shit',negative
Hacking????,none
'First off I am loving , easily the best since MW3 but please I beg you guys tone down or remove SBMM or at least add in a ranked mode for SBMM. SBMM does NOT belong in public lobbies. I wanna have fun on i don’t wanna sweat every game I play',positive
'is the worst ever amd you rats know it.',negative
'Snap On.',none
'WHAT A GAME! ! ABSOLUTELY BRILLIANT EERIENCE TO PLAY THIS GAME. WOW',positive
'Last weekend league that I’m playing in for a long time, so much bullshit in this game. No matter how dominant you are.',negative
'We\'ve been jamming a bunch of  lately and if you were considering possibly dipping your toe, or thought about going back... it\'s a great time. It\'s so much fun, they fixed a lot and servers are full. It\'s fun like I remember BF games being years ago',positive
'Even playing for like a week and I think it’s fucking stupid',negative
'Apex is pretty fun and battle field Yea that\'s shit but  is great now I really recommend it',positive
'the worst part of is the baby noises. every single one is just absolute nails on a chalkboard.',negative
'They said the was OP so I decided to try it',none
'Yo but was really good fam.',positive
'is boring',negative
'Inviicta is now being featured by TRENNDSETTAH-TV on Mixer while streaming . Watch now:',none
'designed that way bro if u want faster cars i recommend (actually a really fun game once u get past +)',positive
'The way handles credits was the worst part of the ending',negative
'Still streaming  [06:01]',none
' would be a great $40 game without the BTs. I love the terrain eloration',positive
'is a game of to below and not to above And I am being kind',negative
'I must say im having a lot of fun with .. was a step in the right direction as far as  goes.. reminds me of underground..',positive
'I’ve never been unmotivated to play a franchise as much as.',negative
'Never mind switching it to ',none
'EA  in is an excellent FPS',positive
' pisses me off.',negative
'And I did it again but better with over k points too. Show some love also planning on posting the game on my YouTube soon',none
'late to the party but i finally got around to playing and i’m relieved to say that i love the game after all the mixes reviews it got',positive
'is overrated. As well as RDR2',negative
'Or play that game has gotten so much better made a good come back and with more content well on the way',positive
'is probably the least fun I’ve ever had on, rewards people who pass backwards all game, such a shame because the beta had so much potential',negative
'FPS..... That\'s what it says when crashed.... (I cant join a game in progress OR ground war lol) ALSO SORRY IF ITS LOUD I got new headphones so everything is way diff and had to change my settings.',none
' is Kojima\'s best game.',positive
'I don\'t like at all. And it\'s not like i can\'t understand plot driven games, not at all. I sure love me some good plot, but this game is just so fucking boring and stretched to shit, and there\'s no even remotely satisfying gameplay to compensate for that in it.',negative
'They all thought they were safe. …',none
'Idk if you like racing games but is nice. Been playing it like crazy',positive
'So I\'m about /8 hours into and I\'ve got to be honest, I\'m not enjoying it. There\'s a lot of talk with no context and schlepping around these packages feels like a punishment. Everyone says to stick with it until the /15 hour mark but I don\'t know if I can.',negative
'call of duty modern warfare',none
'was the best game of the decade. Don’t .',positive
'these BT bossfights makes me consider giving up on the game. there\'s nothing fun about them, they\'re not difficult so there\'s no satisfaction after them. All they bring is broken cargo and empty blood bags.',negative
'DYNAMITE played  (Xbox One) in the last hours',none
' is my favorite game rn, they finally made it good',positive
'Servers are literally fucked. Can\'t play a game. Not even for fun, this is a joke. Coincidentally on a tournament weekend again.',negative
'TOP ASSAULT RIFLES IN ! BEST ASSAULT RIFLES in COD MW!',none
'was great',positive
'Are we going back to shit or what ! This is a football game its not NBA2K nd it will never be the same! wtf r u doing ?!!!',negative
'Hey go check out aka waffle_bandit now streaming  at',none
'First week of the the season and we have players in the Team Of The Week! Fantastics start! Well done to Jason , Phil and Jord! Absolutely Solid',positive
'DLC NEW CARS SPEEDLISTS GAME MODES MAKE YOUR GAME MORE FUNNY IS THE SHIT THIS VERY BORED',negative
'Helicopter Pilot Snipes? We hit those. …',none
'wanted to use the team even more after celebrating our first date anniversary with the wife today, this was for the wife elite secured can\'t say it enough, TOMIYASU&gt;',positive
'How much longer until they actually fucking fix  ?? The game has been out for like fucking years and it’s still a broken fucking mess',negative
'Idk there recent  games have been good so far. They fixed and made the jedi fallen order which was really good! Who knows it may turn out all right',positive
'you should be ashamed of this years and past titles. This is unacceptable and you need to fix your broken game before we all get fed up and boycott the next title! It\'s time to actually appreciate your fans rather than screw them over year upon year',negative
'Thank you EA!',positive
'I give up sorry ea service loser',negative
'Anyway, I definitely recommend . The cast of characters are phenomenal! The soundtrack (based on what I’ve heard so far) is one of the best I’ve heard. I definitely love it and it deserves attention, consideration, respect, and time. It’s a MUST PLAY! /8',positive
'I don\'t think this game is bad as Anyway.. like so far...',negative
'Just rolled credits on thank you &amp; that was special.',positive
'is shit please',negative
'Join me in some  Stream is live',none
'im playing  and is awesome',positive
'You are some player you make look so good even though the game is so bad!',negative
'READ BIO Please go follow',none
'I actually enjoy this,',positive
'wtf is going on with the servers? The gameplay responsiveness is atrocious. I get mps wired connection on a gaming monitor...it\'s definitely not me. Can we have some communication on this? It\'s embarrassing',negative
'-9 best game ever, ily guys',positive
'I literally cannot play anymore.. the gameplay is atrocious',negative
'Having fun with MK2 and Kar98k',none
' is epic',positive
'This is why I dont play futchamps anymore, or take gameplay seriously.',negative
'Check out this clip! addsgaming streaming ',none
'I love ',positive
'who do I contact about not being able to login to ? As it appears I\'ve been hacked???',negative
'SUMTING LIGHT!!! LINK:',none
' is great, and I don’t care what you say.',positive
'On that previous note, here\'s the first part to my impressions of. Short version: No thanks.',negative
': Live! Playing on with Come hang out with us!',none
'If you like, is pretty fun',positive
'Say what you want about lose the kick off glitch and five tackles and still don\'t win the ball crap then I will listen.',negative
'is one of the best games ever created and I recommend anyone who\'s looking for a moving eloration game to pick this up.',positive
'FAWSL games played so far,we have lost to Chelsea for the second time this season,our ladies have WON the other yet some of the comments on here beggar belief. The critics and eerts are out in force.',negative
'I’d like to say that  is one of the best and most immersive Star Wars games ever. How managed to make such a huge comeback is beyond me, but they deserve the most amount of respect. I’ve been playing since the beta and I’ve seen every up and down.',positive
'Honestly his the worst too',negative
'Hear ye hear ye!!! Streaming live !! followers always from on twitch!!!',none
'Thank you Kojima san for such a masterpiece! Enjoying every moment of my journey to reconnect the world.',positive
' has been overhyped ever since the game fot announced',negative
' is a masterpiece!',positive
'This is easily the most shit inconsistent game ever made. I’m now -10 Lost in a row. Matching elite players when I’m scraping gold . Not even including the off the charts DDA going against me when I’m already playing way better ppl. Shoulda stayed quit',negative
'Spara & Fuggi!  LIVE STREAMING || Follow !',none
'Thanks , for this beautiful game.',positive
'I’m callin bullshit',negative
' Weapon Conversions/Ideas : G36C via',none
': Nearly hours spent on the most satisfying walking simulator I’ve ever played along with one of Kojima’s most satisfying pieces to date. Im a fanboy of his work but I still loved the living sh*t out of this game. Not for everyone but definitely for me. /10',positive
